order_id,product_id,quantity,supplier_id,order_date,delivery_date,transportation_mode,distance,weather_condition,delay
354,97,10,10,2023-12-20,2023-12-27,Road,888.8441335882844,Bad,2
355,28,74,8,2023-12-21,2023-12-31,Air,242.50100242857602,Extreme,5
356,64,83,8,2023-12-22,2023-12-27,Air,608.2065775539318,Good,0
357,97,34,1,2023-12-23,2024-01-02,Air,716.0826146966,Extreme,5
358,69,97,10,2023-12-24,2024-01-07,Sea,696.1062911746241,Bad,9
359,61,87,5,2023-12-25,2024-01-08,Sea,437.7441063233632,Bad,9
360,48,55,4,2023-12-26,2023-12-31,Road,64.62514710674306,Good,0
361,19,92,2,2023-12-27,2024-01-13,Sea,603.77975396405,Extreme,12
362,4,32,8,2023-12-28,2024-01-14,Sea,290.4464622206283,Extreme,12
363,35,50,3,2023-12-29,2024-01-08,Air,477.7415338357458,Extreme,5
364,64,7,4,2023-12-30,2024-01-06,Air,959.7019643296264,Bad,2
365,49,93,7,2023-12-31,2024-01-05,Air,429.08355176031296,Good,0
366,17,8,10,2024-01-01,2024-01-11,Air,847.8115263312054,Extreme,5
367,44,65,9,2024-01-02,2024-01-09,Air,229.11357546178857,Bad,2
368,92,57,2,2024-01-03,2024-01-10,Air,688.8374731237774,Bad,2
369,30,67,3,2024-01-04,2024-01-11,Air,978.1566067169963,Bad,2
370,93,88,4,2024-01-05,2024-01-15,Road,146.79844582928996,Extreme,5
371,46,87,10,2024-01-06,2024-01-16,Road,57.903945115832414,Extreme,5
372,6,59,1,2024-01-07,2024-01-17,Road,461.90365300098364,Extreme,5
373,99,72,7,2024-01-08,2024-01-18,Road,137.99420889879883,Extreme,5
374,37,54,2,2024-01-09,2024-01-19,Air,760.9651321924198,Extreme,5
375,24,67,5,2024-01-10,2024-01-20,Road,918.821230656131,Extreme,5
376,93,51,1,2024-01-11,2024-01-21,Air,462.3199240733209,Extreme,5
377,46,97,3,2024-01-12,2024-01-22,Road,295.7760600476689,Extreme,5
378,53,92,2,2024-01-13,2024-01-30,Sea,462.6831530562793,Extreme,12
379,95,8,1,2024-01-14,2024-01-21,Road,737.2754269575009,Bad,2
380,99,34,7,2024-01-15,2024-01-25,Road,58.60145350135243,Extreme,5
381,60,35,5,2024-01-16,2024-01-21,Air,609.9812900104623,Good,0
382,97,96,1,2024-01-17,2024-01-24,Road,632.6271006430101,Bad,2
383,63,88,6,2024-01-18,2024-02-04,Sea,655.8038345511387,Extreme,12
384,85,78,5,2024-01-19,2024-01-24,Air,279.92097598183335,Good,0
385,32,32,3,2024-01-20,2024-01-30,Air,728.3500872092204,Extreme,5
386,87,46,7,2024-01-21,2024-01-26,Road,136.8219120151876,Good,0
387,33,16,10,2024-01-22,2024-01-27,Air,239.30681964346078,Good,0
388,67,68,9,2024-01-23,2024-01-28,Air,883.5965443217578,Good,0
389,18,37,9,2024-01-24,2024-01-29,Air,751.786993190238,Good,0
390,25,54,9,2024-01-25,2024-02-01,Air,63.05827631077799,Bad,2
391,95,85,2,2024-01-26,2024-02-02,Air,285.9574473513102,Bad,2
392,54,14,3,2024-01-27,2024-02-01,Air,253.68615884350632,Good,0
393,58,95,7,2024-01-28,2024-02-14,Sea,307.26601163512396,Extreme,12
394,67,55,5,2024-01-29,2024-02-03,Road,285.1817817658921,Good,0
395,46,48,2,2024-01-30,2024-02-13,Sea,109.39998095570346,Bad,9
396,24,82,3,2024-01-31,2024-02-10,Air,485.99349076697933,Extreme,5
397,32,7,10,2024-02-01,2024-02-08,Air,746.0968010468569,Bad,2
398,47,74,6,2024-02-02,2024-02-09,Road,626.3951384815646,Bad,2
399,86,7,7,2024-02-03,2024-02-20,Sea,689.2280851681758,Extreme,12
400,23,33,9,2024-02-04,2024-02-09,Road,127.0917196094272,Good,0
401,66,23,1,2024-02-05,2024-02-17,Sea,953.9161746679479,Good,7
402,27,85,7,2024-02-06,2024-02-11,Air,846.5672421508735,Good,0
403,2,19,8,2024-02-07,2024-02-12,Road,814.8358025708795,Good,0
404,90,19,3,2024-02-08,2024-02-18,Road,831.8346147896791,Extreme,5
405,17,36,4,2024-02-09,2024-02-19,Air,936.0749827261233,Extreme,5
406,33,29,10,2024-02-10,2024-02-20,Road,567.0412678080128,Extreme,5
407,9,60,6,2024-02-11,2024-02-25,Sea,240.2679169742446,Bad,9
408,43,82,10,2024-02-12,2024-02-29,Sea,635.9444274599141,Extreme,12
409,48,2,7,2024-02-13,2024-02-25,Sea,755.737418984542,Good,7
410,39,1,4,2024-02-14,2024-02-28,Sea,751.0215236863241,Bad,9
411,93,47,8,2024-02-15,2024-02-20,Air,545.3765729585361,Good,0
412,42,69,5,2024-02-16,2024-02-21,Road,115.03578336689915,Good,0
413,26,20,1,2024-02-17,2024-03-05,Sea,402.55729150862146,Extreme,12
414,99,11,4,2024-02-18,2024-02-28,Air,924.7282780401895,Extreme,5
415,50,2,3,2024-02-19,2024-02-24,Road,605.2264642695548,Good,0
416,25,67,9,2024-02-20,2024-02-25,Road,561.4153460929277,Good,0
417,24,87,8,2024-02-21,2024-02-28,Air,305.41083866308384,Bad,2
418,13,12,1,2024-02-22,2024-03-03,Air,400.02647392074994,Extreme,5
419,60,20,6,2024-02-23,2024-03-08,Sea,900.5787846955108,Bad,9
420,7,5,9,2024-02-24,2024-03-02,Road,683.1398951504939,Bad,2
421,57,37,7,2024-02-25,2024-03-03,Road,798.0176754147162,Bad,2
422,36,38,4,2024-02-26,2024-03-02,Air,481.6281519142724,Good,0
423,45,94,1,2024-02-27,2024-03-05,Road,648.73485848335,Bad,2
424,20,9,2,2024-02-28,2024-03-13,Sea,285.9644283060471,Bad,9
425,65,98,5,2024-02-29,2024-03-05,Road,720.187788769312,Good,0
426,8,53,5,2024-03-01,2024-03-11,Air,456.22126701817047,Extreme,5
427,16,44,8,2024-03-02,2024-03-12,Air,470.4182390740083,Extreme,5
428,14,99,6,2024-03-03,2024-03-17,Sea,666.8562083480376,Bad,9
429,76,86,8,2024-03-04,2024-03-16,Sea,939.4665903954804,Good,7
430,87,24,2,2024-03-05,2024-03-15,Road,110.80602927818987,Extreme,5
431,15,81,3,2024-03-06,2024-03-13,Road,833.5060754796573,Bad,2
432,92,74,6,2024-03-07,2024-03-14,Air,327.76395489158347,Bad,2
433,98,30,10,2024-03-08,2024-03-20,Sea,471.7234817810589,Good,7
434,66,59,3,2024-03-09,2024-03-23,Sea,70.81766233625851,Bad,9
435,32,87,6,2024-03-10,2024-03-27,Sea,335.9937739425974,Extreme,12
436,87,96,6,2024-03-11,2024-03-16,Road,527.499680498624,Good,0
437,63,81,2,2024-03-12,2024-03-29,Sea,103.36727348006707,Extreme,12
438,86,81,7,2024-03-13,2024-03-23,Air,516.5409429140069,Extreme,5
439,51,14,2,2024-03-14,2024-03-24,Air,930.7550974155059,Extreme,5
440,25,9,6,2024-03-15,2024-03-22,Road,150.12355720241496,Bad,2
441,58,40,1,2024-03-16,2024-03-23,Road,776.2186916717292,Bad,2
442,63,66,3,2024-03-17,2024-04-03,Sea,439.187500707193,Extreme,12
443,62,25,2,2024-03-18,2024-03-28,Road,672.4150287981212,Extreme,5
444,22,73,7,2024-03-19,2024-03-24,Air,297.22476808596787,Good,0
445,58,22,4,2024-03-20,2024-04-01,Sea,201.51764941429036,Good,7
446,58,4,8,2024-03-21,2024-03-28,Air,202.4394835576651,Bad,2
447,86,26,6,2024-03-22,2024-04-05,Sea,116.96734836098742,Bad,9
448,49,58,10,2024-03-23,2024-03-28,Road,226.36436965618086,Good,0
449,52,29,4,2024-03-24,2024-04-10,Sea,681.0084157395198,Extreme,12
450,42,98,5,2024-03-25,2024-04-08,Sea,887.6060812513326,Bad,9
451,70,87,9,2024-03-26,2024-04-05,Air,823.4194013116038,Extreme,5
452,15,37,7,2024-03-27,2024-04-01,Air,700.8775943807599,Good,0
453,54,75,10,2024-03-28,2024-04-11,Sea,154.91027024054753,Bad,9
454,60,70,9,2024-03-29,2024-04-05,Road,324.72807398115236,Bad,2
455,97,18,7,2024-03-30,2024-04-04,Road,344.3165315563455,Good,0
456,8,85,1,2024-03-31,2024-04-07,Air,287.4590990777402,Bad,2
457,53,42,8,2024-04-01,2024-04-06,Road,539.255376724237,Good,0
458,60,100,4,2024-04-02,2024-04-09,Air,558.7761241356889,Bad,2
459,5,41,3,2024-04-03,2024-04-08,Road,389.0416764125547,Good,0
460,68,38,7,2024-04-04,2024-04-18,Sea,386.0997007996142,Bad,9
461,6,34,3,2024-04-05,2024-04-15,Air,837.1278180107773,Extreme,5
462,96,17,8,2024-04-06,2024-04-16,Air,799.8282059037014,Extreme,5
463,94,37,6,2024-04-07,2024-04-24,Sea,342.40604009670835,Extreme,12
464,47,25,5,2024-04-08,2024-04-15,Air,918.0990216795964,Bad,2
465,99,76,4,2024-04-09,2024-04-16,Road,955.1742661523807,Bad,2
466,55,87,8,2024-04-10,2024-04-20,Road,360.4054149285388,Extreme,5
467,40,86,8,2024-04-11,2024-04-21,Air,386.7037013534021,Extreme,5
468,52,85,1,2024-04-12,2024-04-17,Road,530.3524457508609,Good,0
469,16,27,9,2024-04-13,2024-04-18,Air,944.0647719069898,Good,0
470,13,57,5,2024-04-14,2024-04-26,Sea,882.503461485196,Good,7
471,30,31,4,2024-04-15,2024-04-25,Air,147.43956445441032,Extreme,5
472,19,6,6,2024-04-16,2024-05-03,Sea,423.0942061078454,Extreme,12
473,17,91,6,2024-04-17,2024-04-27,Road,575.7026302622833,Extreme,5
474,63,40,2,2024-04-18,2024-04-30,Sea,527.975848923963,Good,7
475,19,98,8,2024-04-19,2024-04-26,Road,234.16991454004804,Bad,2
476,92,12,7,2024-04-20,2024-04-30,Air,865.875932609747,Extreme,5
477,58,53,1,2024-04-21,2024-04-28,Road,693.0937438469955,Bad,2
478,55,71,5,2024-04-22,2024-04-29,Air,846.0129561092134,Bad,2
479,90,10,6,2024-04-23,2024-04-30,Air,865.8260653819985,Bad,2
480,90,45,4,2024-04-24,2024-05-06,Sea,760.9380609824527,Good,7
481,62,17,2,2024-04-25,2024-05-09,Sea,467.25007118723147,Bad,9
482,23,26,4,2024-04-26,2024-05-13,Sea,630.0194172646533,Extreme,12
483,9,85,1,2024-04-27,2024-05-09,Sea,202.34713581375598,Good,7
484,12,92,7,2024-04-28,2024-05-08,Road,689.9631466011623,Extreme,5
485,1,62,2,2024-04-29,2024-05-09,Road,220.2905929523167,Extreme,5
486,58,46,2,2024-04-30,2024-05-05,Road,709.252110984649,Good,0
487,1,64,9,2024-05-01,2024-05-11,Air,268.11825271627026,Extreme,5
488,34,2,5,2024-05-02,2024-05-12,Road,161.67373514270898,Extreme,5
489,96,54,2,2024-05-03,2024-05-08,Road,207.02026563580955,Good,0
490,48,65,9,2024-05-04,2024-05-14,Road,51.89252845811676,Extreme,5
491,89,51,9,2024-05-05,2024-05-19,Sea,732.8026369608538,Bad,9
492,1,53,1,2024-05-06,2024-05-16,Road,745.7809966054601,Extreme,5
493,16,36,3,2024-05-07,2024-05-14,Air,539.1866824175966,Bad,2
494,61,26,4,2024-05-08,2024-05-25,Sea,203.2946610026145,Extreme,12
495,64,29,7,2024-05-09,2024-05-14,Air,129.37662063515526,Good,0
496,63,21,10,2024-05-10,2024-05-15,Road,68.17251811542266,Good,0
497,69,11,4,2024-05-11,2024-05-28,Sea,207.46076811695968,Extreme,12
498,22,40,2,2024-05-12,2024-05-17,Air,896.3127582339894,Good,0
499,93,11,7,2024-05-13,2024-05-23,Road,279.45999961659766,Extreme,5
500,67,36,6,2024-05-14,2024-05-19,Air,386.5577608563549,Good,0
501,76,59,3,2024-05-15,2024-05-22,Air,150.0782102572665,Bad,2
502,26,39,6,2024-05-16,2024-05-26,Air,261.2432395107618,Extreme,5
503,16,99,6,2024-05-17,2024-05-24,Road,543.2633422411949,Bad,2
504,51,54,5,2024-05-18,2024-05-25,Road,627.3650489408699,Bad,2
505,86,98,4,2024-05-19,2024-05-29,Air,283.0846984579005,Extreme,5
506,57,55,10,2024-05-20,2024-06-03,Sea,104.84555126386135,Bad,9
507,29,24,1,2024-05-21,2024-06-07,Sea,421.4812256710287,Extreme,12
508,78,22,10,2024-05-22,2024-05-29,Road,272.49320238001746,Bad,2
509,92,69,6,2024-05-23,2024-06-02,Road,258.5762270683118,Extreme,5
510,69,56,2,2024-05-24,2024-06-03,Road,961.8696625777825,Extreme,5
511,47,33,3,2024-05-25,2024-05-30,Road,635.4854616294379,Good,0
512,94,36,8,2024-05-26,2024-06-05,Road,579.0345210134911,Extreme,5
513,62,20,10,2024-05-27,2024-06-13,Sea,444.9863483471558,Extreme,12
514,69,83,6,2024-05-28,2024-06-04,Road,457.49711675863705,Bad,2
515,76,99,3,2024-05-29,2024-06-08,Air,563.8597536461767,Extreme,5
516,16,81,7,2024-05-30,2024-06-04,Air,711.6083166843018,Good,0
517,90,62,4,2024-05-31,2024-06-14,Sea,717.0387913727379,Bad,9
518,90,98,9,2024-06-01,2024-06-08,Air,213.10921232017708,Bad,2
519,48,73,5,2024-06-02,2024-06-14,Sea,525.1071144727956,Good,7
520,85,26,3,2024-06-03,2024-06-17,Sea,441.36019028239684,Bad,9
521,39,66,2,2024-06-04,2024-06-11,Air,877.000617955915,Bad,2
522,100,73,2,2024-06-05,2024-06-12,Road,649.8479751574575,Bad,2
523,33,73,3,2024-06-06,2024-06-13,Air,555.8788630951827,Bad,2
524,94,40,2,2024-06-07,2024-06-12,Air,159.62491006997152,Good,0
525,23,17,4,2024-06-08,2024-06-20,Sea,625.3559948572408,Good,7
526,10,1,2,2024-06-09,2024-06-16,Air,161.34371039622175,Bad,2
527,69,89,10,2024-06-10,2024-06-24,Sea,370.34624678746445,Bad,9
528,100,61,9,2024-06-11,2024-06-16,Road,185.69986657361528,Good,0
529,34,43,2,2024-06-12,2024-06-17,Road,707.4699646731505,Good,0
530,52,42,9,2024-06-13,2024-06-18,Road,245.93950814434498,Good,0
531,95,25,6,2024-06-14,2024-06-21,Air,422.2664045286247,Bad,2
532,10,39,1,2024-06-15,2024-06-29,Sea,900.8910387378397,Bad,9
533,19,35,4,2024-06-16,2024-06-26,Road,244.10056422902178,Extreme,5
534,58,3,1,2024-06-17,2024-06-29,Sea,532.4148107608402,Good,7
535,96,44,6,2024-06-18,2024-07-02,Sea,448.3080781077209,Bad,9
536,1,51,4,2024-06-19,2024-06-24,Road,67.21783899344325,Good,0
537,69,94,3,2024-06-20,2024-06-27,Road,803.1202078941722,Bad,2
538,4,98,3,2024-06-21,2024-07-03,Sea,115.59361099886974,Good,7
539,16,12,9,2024-06-22,2024-06-29,Road,500.5422699281059,Bad,2
540,24,19,6,2024-06-23,2024-07-10,Sea,582.6443801920025,Extreme,12
541,80,44,9,2024-06-24,2024-07-11,Sea,647.0051337838577,Extreme,12
542,2,59,5,2024-06-25,2024-06-30,Road,704.2000478424818,Good,0
543,92,49,2,2024-06-26,2024-07-03,Air,290.60876434657933,Bad,2
544,32,61,8,2024-06-27,2024-07-04,Road,59.4798378255269,Bad,2
545,91,17,5,2024-06-28,2024-07-03,Air,737.2714792371664,Good,0
546,84,74,2,2024-06-29,2024-07-13,Sea,558.8737693801996,Bad,9
547,24,57,4,2024-06-30,2024-07-12,Sea,844.3118180468863,Good,7
548,12,55,9,2024-07-01,2024-07-08,Air,830.3189447556596,Bad,2
549,50,47,4,2024-07-02,2024-07-14,Sea,851.1598593984891,Good,7
550,35,12,4,2024-07-03,2024-07-10,Air,510.8399269805631,Bad,2
551,33,62,2,2024-07-04,2024-07-09,Air,366.9469760450224,Good,0
552,33,80,6,2024-07-05,2024-07-19,Sea,801.9802924618015,Bad,9
553,61,88,2,2024-07-06,2024-07-16,Air,478.7294073777922,Extreme,5
554,51,83,7,2024-07-07,2024-07-14,Road,224.27008658326278,Bad,2
555,43,8,3,2024-07-08,2024-07-13,Road,862.2253185834006,Good,0
556,12,95,3,2024-07-09,2024-07-26,Sea,888.4318829337299,Extreme,12
557,67,21,5,2024-07-10,2024-07-24,Sea,492.9942683331616,Bad,9
558,65,81,3,2024-07-11,2024-07-21,Air,121.91474094429809,Extreme,5
559,33,87,2,2024-07-12,2024-07-19,Air,418.43478542108465,Bad,2
560,40,80,10,2024-07-13,2024-07-23,Air,813.3607764894732,Extreme,5
561,74,70,9,2024-07-14,2024-07-19,Air,906.6853271189173,Good,0
562,43,72,2,2024-07-15,2024-07-22,Road,243.29910537271604,Bad,2
563,44,25,2,2024-07-16,2024-07-23,Road,113.62493142400794,Bad,2
564,29,82,8,2024-07-17,2024-07-29,Sea,883.4829304761968,Good,7
565,13,89,9,2024-07-18,2024-07-28,Air,419.9346920299315,Extreme,5
566,12,12,7,2024-07-19,2024-07-24,Air,564.6729160541851,Good,0
567,95,15,3,2024-07-20,2024-08-01,Sea,969.662521448221,Good,7
568,46,59,9,2024-07-21,2024-07-31,Air,113.23649151851171,Extreme,5
569,2,26,3,2024-07-22,2024-07-27,Air,665.9021070794907,Good,0
570,35,26,5,2024-07-23,2024-07-30,Air,120.40015144612372,Bad,2
571,87,47,9,2024-07-24,2024-07-31,Air,406.69548204317533,Bad,2
572,81,32,3,2024-07-25,2024-08-01,Air,813.6238179337744,Bad,2
573,90,10,7,2024-07-26,2024-08-07,Sea,461.7986211178527,Good,7
574,8,16,1,2024-07-27,2024-08-03,Air,997.3232362078029,Bad,2
575,93,71,4,2024-07-28,2024-08-11,Sea,581.106320699272,Bad,9
576,26,17,4,2024-07-29,2024-08-05,Air,355.1040450041558,Bad,2
577,74,23,7,2024-07-30,2024-08-06,Road,259.1057596095155,Bad,2
578,90,26,8,2024-07-31,2024-08-07,Road,382.9945075718537,Bad,2
579,34,85,1,2024-08-01,2024-08-08,Road,403.90661007157325,Bad,2
580,7,86,5,2024-08-02,2024-08-07,Road,115.27799383776292,Good,0
581,68,7,7,2024-08-03,2024-08-17,Sea,401.0954894554345,Bad,9
582,58,14,4,2024-08-04,2024-08-18,Sea,491.0265937522637,Bad,9
583,75,79,4,2024-08-05,2024-08-15,Air,736.6008646268644,Extreme,5
584,29,7,4,2024-08-06,2024-08-11,Road,673.8930104855276,Good,0
585,36,9,6,2024-08-07,2024-08-19,Sea,723.3273724676965,Good,7
586,89,48,7,2024-08-08,2024-08-13,Air,57.94549778301425,Good,0
587,21,72,2,2024-08-09,2024-08-14,Air,256.78402960150925,Good,0
588,36,59,5,2024-08-10,2024-08-24,Sea,678.6000739798636,Bad,9
589,10,87,4,2024-08-11,2024-08-18,Road,509.7898997707598,Bad,2
590,73,93,3,2024-08-12,2024-08-22,Air,55.047801884928646,Extreme,5
591,24,82,7,2024-08-13,2024-08-23,Road,814.2699103102312,Extreme,5
592,64,95,6,2024-08-14,2024-08-19,Road,784.1690946258205,Good,0
593,99,94,7,2024-08-15,2024-08-25,Road,570.9982048438845,Extreme,5
594,49,39,5,2024-08-16,2024-08-26,Air,113.1401594874585,Extreme,5
595,99,99,6,2024-08-17,2024-08-22,Road,778.1892970559554,Good,0
596,36,18,5,2024-08-18,2024-08-23,Air,604.5279083447957,Good,0
597,82,59,7,2024-08-19,2024-08-29,Road,792.8619783000612,Extreme,5
598,96,17,2,2024-08-20,2024-08-27,Air,764.1596427760484,Bad,2
599,24,14,5,2024-08-21,2024-08-31,Road,812.8519683599453,Extreme,5
600,23,31,6,2024-08-22,2024-09-08,Sea,542.1076630843936,Extreme,12
601,62,24,6,2024-08-23,2024-08-30,Road,183.30829228383925,Bad,2
602,96,99,5,2024-08-24,2024-08-31,Road,687.5995997107043,Bad,2
603,37,60,10,2024-08-25,2024-08-30,Air,639.4500957993721,Good,0
604,12,45,7,2024-08-26,2024-08-31,Air,755.1405278391328,Good,0
605,55,98,10,2024-08-27,2024-09-06,Road,211.38695574819855,Extreme,5
606,13,3,8,2024-08-28,2024-09-11,Sea,235.22643990527476,Bad,9
607,23,37,7,2024-08-29,2024-09-10,Sea,895.8890413583621,Good,7
608,89,43,5,2024-08-30,2024-09-09,Air,762.4789085294673,Extreme,5
609,99,40,1,2024-08-31,2024-09-14,Sea,912.8170642653067,Bad,9
610,30,90,5,2024-09-01,2024-09-11,Road,770.7795551057246,Extreme,5
611,17,55,10,2024-09-02,2024-09-07,Air,617.2975406907867,Good,0
612,62,87,2,2024-09-03,2024-09-08,Road,671.42610017648,Good,0
613,84,39,5,2024-09-04,2024-09-11,Air,894.6715277430094,Bad,2
614,89,15,5,2024-09-05,2024-09-15,Air,599.8664167863435,Extreme,5
615,86,4,2,2024-09-06,2024-09-13,Air,650.771758111968,Bad,2
616,13,93,5,2024-09-07,2024-09-12,Air,198.65288020342055,Good,0
617,59,86,4,2024-09-08,2024-09-20,Sea,500.22515911029757,Good,7
618,19,25,1,2024-09-09,2024-09-19,Road,730.577256360194,Extreme,5
619,49,13,3,2024-09-10,2024-09-20,Road,307.39556340054713,Extreme,5
620,100,82,1,2024-09-11,2024-09-21,Road,242.14147149830816,Extreme,5
621,12,33,5,2024-09-12,2024-09-19,Air,348.1354678131948,Bad,2
622,61,16,4,2024-09-13,2024-09-30,Sea,279.4255965931918,Extreme,12
623,19,42,7,2024-09-14,2024-09-24,Road,254.16700518457606,Extreme,5
624,76,66,5,2024-09-15,2024-09-27,Sea,453.6083007246826,Good,7
625,9,55,10,2024-09-16,2024-09-21,Air,912.4465881893574,Good,0
626,71,99,4,2024-09-17,2024-09-27,Road,531.7066644017823,Extreme,5
627,28,42,2,2024-09-18,2024-10-05,Sea,228.52436177455687,Extreme,12
628,78,34,4,2024-09-19,2024-09-24,Air,123.12308591183037,Good,0
629,95,30,2,2024-09-20,2024-10-07,Sea,711.348337881029,Extreme,12
630,52,13,8,2024-09-21,2024-09-28,Road,413.6588262145684,Bad,2
631,83,13,3,2024-09-22,2024-09-29,Road,830.7393992560914,Bad,2
632,16,18,9,2024-09-23,2024-09-30,Air,676.5352302087317,Bad,2
633,69,32,4,2024-09-24,2024-10-04,Air,806.4293780143001,Extreme,5
634,99,96,6,2024-09-25,2024-09-30,Air,308.34873744752633,Good,0
635,12,99,10,2024-09-26,2024-10-13,Sea,707.7409763380052,Extreme,12
636,25,39,5,2024-09-27,2024-10-14,Sea,300.8588854590329,Extreme,12
637,52,46,10,2024-09-28,2024-10-10,Sea,942.115055477777,Good,7
638,85,29,1,2024-09-29,2024-10-04,Air,654.5555674567057,Good,0
639,100,62,9,2024-09-30,2024-10-05,Road,358.28621016657496,Good,0
640,53,93,1,2024-10-01,2024-10-08,Road,306.036269177659,Bad,2
641,23,62,8,2024-10-02,2024-10-19,Sea,231.38025581806133,Extreme,12
642,16,57,9,2024-10-03,2024-10-15,Sea,709.9089109490415,Good,7
643,57,16,9,2024-10-04,2024-10-14,Road,257.77983234803094,Extreme,5
644,39,56,1,2024-10-05,2024-10-12,Road,615.5381026311146,Bad,2
645,53,10,2,2024-10-06,2024-10-20,Sea,301.4032755790895,Bad,9
646,42,30,1,2024-10-07,2024-10-19,Sea,678.8704975541751,Good,7
647,58,25,10,2024-10-08,2024-10-13,Road,824.1927421135123,Good,0
648,39,84,2,2024-10-09,2024-10-19,Air,789.1239809874205,Extreme,5
649,14,5,10,2024-10-10,2024-10-22,Sea,772.8087643842426,Good,7
650,95,65,8,2024-10-11,2024-10-21,Road,228.33628540763948,Extreme,5
651,5,94,5,2024-10-12,2024-10-17,Road,133.96569963529276,Good,0
652,35,49,7,2024-10-13,2024-10-23,Road,714.0013870630163,Extreme,5
653,87,3,2,2024-10-14,2024-10-24,Road,399.92985310463376,Extreme,5
654,93,45,8,2024-10-15,2024-10-25,Air,460.7289150831799,Extreme,5
655,75,14,6,2024-10-16,2024-10-26,Road,79.5916381537215,Extreme,5
656,18,30,8,2024-10-17,2024-10-31,Sea,296.5976268112967,Bad,9
657,76,68,1,2024-10-18,2024-10-28,Air,81.99258368074082,Extreme,5
658,9,18,1,2024-10-19,2024-10-24,Road,885.2264839711853,Good,0
659,74,62,7,2024-10-20,2024-10-27,Air,281.22684905760394,Bad,2
660,58,37,8,2024-10-21,2024-11-04,Sea,579.4703110943576,Bad,9
661,17,25,3,2024-10-22,2024-11-01,Road,87.0303546280739,Extreme,5
662,7,48,5,2024-10-23,2024-11-06,Sea,683.5050217403751,Bad,9
663,46,65,1,2024-10-24,2024-11-03,Road,356.8759784663892,Extreme,5
664,13,53,7,2024-10-25,2024-10-30,Road,903.0232276097826,Good,0
665,40,79,5,2024-10-26,2024-11-05,Road,893.7122794873341,Extreme,5
666,42,73,8,2024-10-27,2024-11-03,Road,359.0260874436604,Bad,2
667,9,15,8,2024-10-28,2024-11-02,Road,905.9128509059445,Good,0
668,50,49,9,2024-10-29,2024-11-08,Air,996.3497898238398,Extreme,5
669,27,88,7,2024-10-30,2024-11-04,Road,834.1448809177507,Good,0
670,66,68,1,2024-10-31,2024-11-05,Road,852.6277803674675,Good,0
671,5,12,3,2024-11-01,2024-11-08,Air,286.5582993036354,Bad,2
672,29,59,8,2024-11-02,2024-11-07,Air,597.8672789148685,Good,0
673,37,37,3,2024-11-03,2024-11-10,Air,113.89311826899946,Bad,2
674,38,61,8,2024-11-04,2024-11-09,Air,140.17203998058622,Good,0
675,83,43,1,2024-11-05,2024-11-15,Air,998.9479814316261,Extreme,5
676,8,70,5,2024-11-06,2024-11-11,Air,360.3072869546154,Good,0
677,65,39,4,2024-11-07,2024-11-17,Road,760.7747164464041,Extreme,5
678,86,56,5,2024-11-08,2024-11-18,Road,816.3318003754756,Extreme,5
679,17,63,8,2024-11-09,2024-11-21,Sea,865.1221074568678,Good,7
680,71,46,10,2024-11-10,2024-11-20,Road,997.7468825320487,Extreme,5
681,89,88,4,2024-11-11,2024-11-16,Road,279.4216609940245,Good,0
682,45,11,4,2024-11-12,2024-11-17,Air,88.33328551671472,Good,0
683,4,62,3,2024-11-13,2024-11-23,Air,440.6319420948567,Extreme,5
684,36,77,7,2024-11-14,2024-11-24,Road,173.57663633749962,Extreme,5
685,70,98,3,2024-11-15,2024-11-29,Sea,71.30459470395238,Bad,9
686,31,25,3,2024-11-16,2024-11-26,Air,392.4054857844118,Extreme,5
687,19,71,10,2024-11-17,2024-11-24,Road,794.5513385214746,Bad,2
688,61,52,5,2024-11-18,2024-11-28,Road,587.8716566638174,Extreme,5
689,54,4,5,2024-11-19,2024-12-01,Sea,347.13908974983633,Good,7
690,39,59,6,2024-11-20,2024-12-07,Sea,671.6249052180838,Extreme,12
691,91,72,8,2024-11-21,2024-11-26,Air,270.41727129337016,Good,0
692,74,20,10,2024-11-22,2024-12-04,Sea,63.66237376848078,Good,7
693,90,93,6,2024-11-23,2024-11-28,Road,776.135717114606,Good,0
694,19,63,1,2024-11-24,2024-12-01,Road,642.5559306208087,Bad,2
695,39,54,8,2024-11-25,2024-12-12,Sea,774.187493275912,Extreme,12
696,67,74,8,2024-11-26,2024-12-08,Sea,86.99111585328234,Good,7
697,45,98,9,2024-11-27,2024-12-09,Sea,845.2636464391196,Good,7
698,13,57,9,2024-11-28,2024-12-12,Sea,638.5498900344882,Bad,9
699,92,90,2,2024-11-29,2024-12-09,Air,585.2255831770082,Extreme,5
700,58,41,2,2024-11-30,2024-12-17,Sea,643.383345708805,Extreme,12
701,20,3,3,2024-12-01,2024-12-08,Air,871.2115845249459,Bad,2
702,92,6,1,2024-12-02,2024-12-09,Road,607.5896812309617,Bad,2
703,72,5,4,2024-12-03,2024-12-20,Sea,601.9028608937704,Extreme,12
704,61,5,4,2024-12-04,2024-12-11,Air,991.1451992124776,Bad,2
705,39,54,9,2024-12-05,2024-12-22,Sea,768.8936587151396,Extreme,12
706,1,47,9,2024-12-06,2024-12-16,Road,470.1791151785785,Extreme,5
707,3,87,9,2024-12-07,2024-12-12,Road,722.0271500312813,Good,0
708,77,49,10,2024-12-08,2024-12-13,Road,419.76894810719904,Good,0
